locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLJHNOKD_02080	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
NLJHNOKD_02081	CDS	219	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
NLJHNOKD_02082	CDS	624	gmk	2.7.4.8		Guanylate kinase
NLJHNOKD_02083	CDS	1698	rqcH		COG1293	Rqc2 RqcH
NLJHNOKD_02084	CDS	402				hypothetical protein
NLJHNOKD_02085	CDS	213				hypothetical protein
NLJHNOKD_02086	CDS	612	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
NLJHNOKD_02087	CDS	693	pyrF	4.1.1.23		Orotidine 5'-phosphate decarboxylase
NLJHNOKD_02088	CDS	3174	carB	6.3.4.16		Carbamoyl phosphate synthase large chain
NLJHNOKD_02089	CDS	1101	carA_2	6.3.5.5		Carbamoyl phosphate synthase small chain
NLJHNOKD_02090	CDS	1278	pyrC	3.5.2.3		Dihydroorotase
NLJHNOKD_02091	CDS	882	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
NLJHNOKD_02092	CDS	1308	pyrP		COG2233	Uracil permease
NLJHNOKD_02093	CDS	528	pyrR			Bifunctional protein PyrR
NLJHNOKD_02094	CDS	918	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NLJHNOKD_02095	CDS	492	lspA	3.4.23.36		Lipoprotein signal peptidase
NLJHNOKD_02096	CDS	531				hypothetical protein
NLJHNOKD_02097	CDS	843	mreC		COG1792	Cell shape-determining protein MreC
NLJHNOKD_02098	CDS	474				hypothetical protein
NLJHNOKD_02099	CDS	285				hypothetical protein
NLJHNOKD_02100	CDS	687				hypothetical protein
NLJHNOKD_02101	CDS	708	comC		COG1989	Prepilin leader peptidase/N-methyltransferase
NLJHNOKD_02102	CDS	1272	fpgS	6.3.2.17		Folylpolyglutamate synthase
NLJHNOKD_02103	CDS	2631	valS	6.1.1.9		Valine--tRNA ligase
NLJHNOKD_02104	CDS	561	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
NLJHNOKD_02105	CDS	1068				hypothetical protein
NLJHNOKD_02106	CDS	1287	hemL1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 1
NLJHNOKD_02107	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
NLJHNOKD_02108	CDS	669				hypothetical protein
NLJHNOKD_02109	CDS	927	hemC	2.5.1.61		Porphobilinogen deaminase
NLJHNOKD_02110	CDS	816				hypothetical protein
NLJHNOKD_02111	CDS	1347	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
NLJHNOKD_02112	CDS	591	engB		COG0218	putative GTP-binding protein EngB
NLJHNOKD_02113	CDS	1263	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
NLJHNOKD_02114	CDS	1302	tig	5.2.1.8		Trigger factor
NLJHNOKD_02115	CDS	930				hypothetical protein
NLJHNOKD_02116	CDS	609	ymaB		COG4112	Protein YmaB
NLJHNOKD_02117	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
NLJHNOKD_02118	CDS	201	rpmI		COG0291	Large ribosomal subunit protein bL35
NLJHNOKD_02119	CDS	561	infC			Translation initiation factor IF-3
NLJHNOKD_02120	CDS	1494	lysP_2		COG0833	Lysine-specific permease LysP
NLJHNOKD_02121	CDS	1938	thrS	6.1.1.3		Threonine--tRNA ligase
NLJHNOKD_02122	CDS	921	dnaI	3.6.4.-	COG1484	Replicative helicase loader DnaI
NLJHNOKD_02123	CDS	1401	dnaB_2		COG3611	Replicative helicase loading/DNA remodeling protein DnaB
NLJHNOKD_02124	CDS	471	nrdR		COG1327	Transcriptional repressor NrdR
NLJHNOKD_02125	CDS	1026	gapA2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 2
NLJHNOKD_02126	CDS	624	coaE	2.7.1.24		Dephospho-CoA kinase
NLJHNOKD_02127	CDS	873	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NLJHNOKD_02128	CDS	2631	polA	2.7.7.7		DNA polymerase I
NLJHNOKD_02129	CDS	1488				hypothetical protein
NLJHNOKD_02130	CDS	1665	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
NLJHNOKD_02131	CDS	705	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
NLJHNOKD_02132	CDS	1269	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
NLJHNOKD_02133	CDS	1122	citZ	2.3.3.16	COG0372	Citrate synthase 2
NLJHNOKD_02134	CDS	1362	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
NLJHNOKD_02135	CDS	792				Putative surface protein
NLJHNOKD_02136	CDS	1194				hypothetical protein
NLJHNOKD_02137	CDS	171				hypothetical protein
NLJHNOKD_02138	CDS	309				hypothetical protein
NLJHNOKD_02139	CDS	267				hypothetical protein
NLJHNOKD_02140	CDS	1638	pgcA	5.4.2.2		Phosphoglucomutase
NLJHNOKD_02141	CDS	393	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
NLJHNOKD_02142	CDS	2862	uvrB_1			UvrABC system protein B
NLJHNOKD_02143	CDS	777				putative protein
NLJHNOKD_02144	CDS	792				putative lipoprotein
NLJHNOKD_02145	CDS	774				putative protein
NLJHNOKD_02146	CDS	795				putative lipoprotein
NLJHNOKD_02147	CDS	1326				hypothetical protein
NLJHNOKD_02148	CDS	327				hypothetical protein
NLJHNOKD_02149	CDS	288				hypothetical protein
NLJHNOKD_02150	CDS	795				putative protein
NLJHNOKD_02151	CDS	93				hypothetical protein
NLJHNOKD_02152	CDS	192				hypothetical protein
NLJHNOKD_02153	CDS	282				hypothetical protein
NLJHNOKD_02154	CDS	696		1.-.-.-		putative oxidoreductase
NLJHNOKD_02155	CDS	423				hypothetical protein
NLJHNOKD_02156	CDS	420				hypothetical protein
NLJHNOKD_02157	CDS	420				hypothetical protein
NLJHNOKD_02158	CDS	423				hypothetical protein
NLJHNOKD_02159	CDS	1539	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
NLJHNOKD_02160	CDS	819	budC	1.1.1.-		Meso-2,3-butanediol dehydrogenase
NLJHNOKD_02161	CDS	366				hypothetical protein
NLJHNOKD_02162	CDS	822	cntK	5.1.1.24		Histidine racemase
NLJHNOKD_02163	CDS	819	cntL	2.5.1.152		D-histidine 2-aminobutanoyltransferase
NLJHNOKD_02164	CDS	1305	cntM	1.5.1.52		Staphylopine synthase
NLJHNOKD_02165	CDS	1599	cntA		COG0747	Metal-staphylopine-binding protein CntA
NLJHNOKD_02166	CDS	936	cntB			Metal-staphylopine import system permease protein CntB
NLJHNOKD_02167	CDS	870	cntC		COG1173	Metal-staphylopine import system permease protein CntC
NLJHNOKD_02168	CDS	816	cntD	7.2.2.-	COG0444	Metal-staphylopine import system ATP-binding protein CntD
NLJHNOKD_02169	CDS	750	cntF	7.2.2.-	COG1124	Metal-staphylopine import system ATP-binding protein CntF
NLJHNOKD_02170	CDS	1194	cntE			Staphylopine export protein
NLJHNOKD_02171	CDS	750				hypothetical protein
NLJHNOKD_02172	CDS	1578				hypothetical protein
NLJHNOKD_02173	CDS	456	yehR		COG4808	putative lipoprotein YehR
NLJHNOKD_02174	CDS	258				hypothetical protein
NLJHNOKD_02175	CDS	267				hypothetical protein
NLJHNOKD_02176	CDS	1077	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
NLJHNOKD_02177	CDS	663	fetA	7.2.2.-	COG4619	putative iron export ATP-binding protein FetA
NLJHNOKD_02178	CDS	777	fetB		COG0390	putative iron export permease protein FetB
NLJHNOKD_02179	CDS	1188	pbuE		COG2814	Purine efflux pump PbuE
NLJHNOKD_02180	CDS	1353	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
NLJHNOKD_02181	CDS	918		2.7.1.-		Putative lipid kinase
NLJHNOKD_02182	CDS	1506	dtpT			Di-/tripeptide transporter
NLJHNOKD_02183	CDS	501	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
NLJHNOKD_02184	CDS	867	cntI			Pseudopaline exporter CntI
NLJHNOKD_02185	CDS	399	nrdI		COG1780	Protein NrdI
NLJHNOKD_02186	CDS	2106	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
NLJHNOKD_02187	CDS	972	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
NLJHNOKD_02188	CDS	1014	yclN		COG4606	Petrobactin import system permease protein YclN
NLJHNOKD_02189	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
NLJHNOKD_02190	CDS	762	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
NLJHNOKD_02191	CDS	1029	yclQ		COG4607	Petrobactin-binding protein YclQ
NLJHNOKD_02192	CDS	315				hypothetical protein
NLJHNOKD_02193	CDS	924	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
NLJHNOKD_02194	CDS	519				hypothetical protein
NLJHNOKD_02195	CDS	879				hypothetical protein
NLJHNOKD_02196	CDS	321	brxC		COG3118	Monothiol bacilliredoxin BrxC
NLJHNOKD_02197	CDS	1125	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
NLJHNOKD_02198	CDS	1227	pepT_2	3.4.11.4	COG2195	Peptidase T
NLJHNOKD_02199	CDS	495	yjjB		COG3610	putative succinate transporter subunit YjjB
NLJHNOKD_02200	CDS	762	yjjP		COG2966	putative succinate transporter subunit YjjP
NLJHNOKD_02201	CDS	1071				hypothetical protein
NLJHNOKD_02202	CDS	1056	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
NLJHNOKD_02203	CDS	642				hypothetical protein
NLJHNOKD_02204	CDS	867				DegV domain-containing protein
NLJHNOKD_02205	CDS	1083	comFA	3.6.4.-	COG4098	Competence protein ComFA
NLJHNOKD_02206	CDS	675	comFC		COG1040	Competence protein ComFC
NLJHNOKD_02207	CDS	573	hpf			Ribosome hibernation promotion factor
NLJHNOKD_02208	CDS	2532	secA1_2	7.4.2.8	COG0653	Protein translocase subunit SecA 1
NLJHNOKD_02209	CDS	993	prfB			Peptide chain release factor 2
NLJHNOKD_02210	CDS	840		3.5.1.28	COG1388	putative autolysin LDP
NLJHNOKD_02211	CDS	651	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
NLJHNOKD_02212	CDS	237				hypothetical protein
NLJHNOKD_02213	CDS	1986	uvrB_2			UvrABC system protein B
NLJHNOKD_02214	CDS	2847	uvrA			UvrABC system protein A
NLJHNOKD_02215	CDS	1488	lysS	6.1.1.6		Lysine--tRNA ligase
NLJHNOKD_02216	CDS	477	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NLJHNOKD_02217	CDS	366	folB	4.1.2.25		Dihydroneopterin aldolase
NLJHNOKD_02218	CDS	804	folP	2.5.1.15		Dihydropteroate synthase
NLJHNOKD_02219	CDS	933	cysK	2.5.1.47		Cysteine synthase
NLJHNOKD_02220	CDS	882	hslO			33 kDa chaperonin
NLJHNOKD_02221	CDS	2094	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NLJHNOKD_02222	CDS	540	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
NLJHNOKD_02223	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NLJHNOKD_02224	CDS	402	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
NLJHNOKD_02225	CDS	393	divIC		COG2919	Cell division protein DivIC
NLJHNOKD_02226	CDS	264	rqcP		COG1188	RQC P-site tRNA stabilizing factor
NLJHNOKD_02227	CDS	1194				hypothetical protein
NLJHNOKD_02228	CDS	1527				hypothetical protein
NLJHNOKD_02229	CDS	3507	mfd	3.6.4.-		Transcription-repair-coupling factor
NLJHNOKD_02230	CDS	573	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
NLJHNOKD_02231	CDS	654	rplY			Large ribosomal subunit protein bL25
NLJHNOKD_02232	CDS	966	prs	2.7.6.1		Ribose-phosphate pyrophosphokinase
NLJHNOKD_02233	CDS	1353	glmU			Bifunctional protein GlmU
NLJHNOKD_02234	CDS	303	spoVG			Putative septation protein SpoVG
NLJHNOKD_02235	CDS	381	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NLJHNOKD_02236	CDS	825	purR		COG0503	Purine biosynthesis transcriptional repressor PurR
NLJHNOKD_02237	CDS	849	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NLJHNOKD_02238	CDS	264	veg		COG4466	Protein Veg
NLJHNOKD_02239	CDS	894	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
NLJHNOKD_02240	CDS	537	rnmV_2	3.1.26.8	COG1658	Ribonuclease M5
NLJHNOKD_02241	CDS	774	dtd3	3.1.1.96	COG0084	D-aminoacyl-tRNA deacylase
NLJHNOKD_02242	CDS	1974	metG	6.1.1.10		Methionine--tRNA ligase
NLJHNOKD_02243	CDS	840	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
NLJHNOKD_02244	CDS	249				hypothetical protein
NLJHNOKD_02245	CDS	726	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
NLJHNOKD_02246	CDS	348	yabA		COG4467	Replication initiation control protein YabA
NLJHNOKD_02247	CDS	804				hypothetical protein
NLJHNOKD_02248	CDS	927	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
NLJHNOKD_02249	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
NLJHNOKD_02250	CDS	618	tmk	2.7.4.9		Thymidylate kinase
NLJHNOKD_02251	CDS	1338	speA	4.1.1.19	COG1982	Arginine decarboxylase
NLJHNOKD_02252	CDS	909	arg	3.5.3.1		Arginase
NLJHNOKD_02253	CDS	810	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
NLJHNOKD_02254	CDS	933	cdaR		COG4856	CdaA regulatory protein CdaR
NLJHNOKD_02255	CDS	1356	glmM	5.4.2.10		Phosphoglucosamine mutase
NLJHNOKD_02256	CDS	7497				hypothetical protein
NLJHNOKD_02257	CDS	1107	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
NLJHNOKD_02258	CDS	435	mtlF_2		COG4668	Mannitol-specific phosphotransferase enzyme IIA component
NLJHNOKD_02259	CDS	2133				hypothetical protein
NLJHNOKD_02260	CDS	1539	mtlA			PTS system mannitol-specific EIICB component
NLJHNOKD_02261	CDS	1806	glmS	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NLJHNOKD_02262	CDS	783	ylmA	7.-.-.-	COG1119	putative ABC transporter ATP-binding protein YlmA
NLJHNOKD_02263	CDS	858	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
NLJHNOKD_02264	CDS	1092				hypothetical protein
NLJHNOKD_02265	CDS	981	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
NLJHNOKD_02266	CDS	321	czrA		COG0640	HTH-type transcriptional repressor CzrA
NLJHNOKD_02267	CDS	666	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
NLJHNOKD_02268	CDS	939	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
NLJHNOKD_02269	CDS	231				hypothetical protein
NLJHNOKD_02270	CDS	1374				hypothetical protein
NLJHNOKD_02271	CDS	414				hypothetical protein
NLJHNOKD_02272	CDS	444	dps		COG0783	General stress protein 20U
NLJHNOKD_02273	CDS	711	deoD1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type 1
NLJHNOKD_02274	CDS	471				hypothetical protein
NLJHNOKD_02275	CDS	1023	ssp			Extracellular matrix protein-binding protein emp
NLJHNOKD_02276	CDS	1509				hypothetical protein
NLJHNOKD_02277	CDS	2808				hypothetical protein
NLJHNOKD_02278	CDS	531				hypothetical protein
NLJHNOKD_02279	CDS	522				hypothetical protein
NLJHNOKD_02280	CDS	729				hypothetical protein
NLJHNOKD_02281	CDS	324				hypothetical protein
NLJHNOKD_02282	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
NLJHNOKD_02283	CDS	465	smpB		COG0691	SsrA-binding protein
NLJHNOKD_02284	CDS	2373	rnr	3.1.13.1	COG0557	Ribonuclease R
NLJHNOKD_02285	CDS	741	est_2	3.1.1.1		Carboxylesterase
NLJHNOKD_02286	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
NLJHNOKD_02287	CDS	459				hypothetical protein
NLJHNOKD_02288	CDS	1305	eno	4.2.1.11	COG0148	Enolase
NLJHNOKD_02289	CDS	1518	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
NLJHNOKD_02290	CDS	762	tpiA	5.3.1.1		Triosephosphate isomerase
NLJHNOKD_02291	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
NLJHNOKD_02292	CDS	1011	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
NLJHNOKD_02293	CDS	1014	cggR		COG2390	Central glycolytic genes regulator
NLJHNOKD_02294	CDS	630				hypothetical protein
NLJHNOKD_02295	CDS	870				Epimerase family protein
NLJHNOKD_02296	CDS	588	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
NLJHNOKD_02297	tRNA	73				tRNA-Arg(ccg)
NLJHNOKD_02298	CDS	945	whiA		COG1481	putative cell division protein WhiA
NLJHNOKD_02299	CDS	996			COG0391	Gluconeogenesis factor
NLJHNOKD_02300	CDS	912				Nucleotide-binding protein
NLJHNOKD_02301	CDS	447	perR		COG0735	Peroxide-responsive repressor PerR
NLJHNOKD_02302	CDS	960	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
NLJHNOKD_02303	CDS	456	bcp	1.11.1.24	COG1225	Putative peroxiredoxin bcp
NLJHNOKD_02304	CDS	1290	hemL2	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 2
NLJHNOKD_02305	CDS	1146				hypothetical protein
NLJHNOKD_02306	CDS	1737		7.6.2.-		Putative multidrug export ATP-binding/permease protein
NLJHNOKD_02307	CDS	543		3.6.1.15	COG3557	Nucleoside triphosphate/diphosphate phosphatase
NLJHNOKD_02308	CDS	1038	mutY	3.2.2.31		Adenine DNA glycosylase
NLJHNOKD_02309	CDS	978	yfhP		COG1988	putative protein YfhP
NLJHNOKD_02310	CDS	837				hypothetical protein
NLJHNOKD_02311	CDS	1518	tagH_2	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
NLJHNOKD_02312	CDS	315	yfhH			putative protein YfhH
NLJHNOKD_02313	CDS	819	recX			Regulatory protein RecX
NLJHNOKD_02314	CDS	810	mgt	2.4.99.28	COG0744	Monofunctional glycosyltransferase
NLJHNOKD_02315	CDS	516				putative protein
NLJHNOKD_02316	CDS	162				hypothetical protein
NLJHNOKD_02317	CDS	1152	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
NLJHNOKD_02318	CDS	531				hypothetical protein
NLJHNOKD_02319	CDS	1248	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
NLJHNOKD_02320	CDS	207				hypothetical protein
NLJHNOKD_02321	CDS	465	ptpA	3.1.3.48		Low molecular weight protein-tyrosine-phosphatase PtpA
NLJHNOKD_02322	CDS	276				hypothetical protein
NLJHNOKD_02323	CDS	1218				hypothetical protein
NLJHNOKD_02324	CDS	630	vraR			Response regulator protein VraR
NLJHNOKD_02325	CDS	1044	vraS	2.7.13.3		Sensor protein VraS
NLJHNOKD_02326	CDS	702				hypothetical protein
NLJHNOKD_02327	CDS	387				hypothetical protein
NLJHNOKD_02328	CDS	759	map_4	3.4.11.18		Methionine aminopeptidase
NLJHNOKD_02329	CDS	987				hypothetical protein
NLJHNOKD_02330	CDS	1377	norB_4			Quinolone resistance protein NorB
NLJHNOKD_02331	CDS	993	yxeI	3.5.1.11	COG3049	Penicillin V acylase
NLJHNOKD_02332	CDS	951	lytM	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
NLJHNOKD_02333	CDS	660	lnrL_3	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
NLJHNOKD_02334	CDS	921				hypothetical protein
NLJHNOKD_02335	CDS	1167				hypothetical protein
NLJHNOKD_02336	CDS	1524				hypothetical protein
NLJHNOKD_02337	CDS	903				hypothetical protein
NLJHNOKD_02338	CDS	294	esxA			Type VII secretion system extracellular protein A
NLJHNOKD_02339	CDS	3030	esaA			Type VII secretion system accessory factor EsaA
NLJHNOKD_02340	CDS	459				hypothetical protein
NLJHNOKD_02341	CDS	243	esaB			Type VII secretion system accessory factor EsaB
NLJHNOKD_02342	CDS	1335	essB			Type VII secretion system protein EssB
NLJHNOKD_02343	CDS	4449	essC			Type VII secretion system protein EssC
NLJHNOKD_02344	CDS	270				hypothetical protein
NLJHNOKD_02345	CDS	396				hypothetical protein
NLJHNOKD_02346	CDS	1683				hypothetical protein
NLJHNOKD_02347	CDS	645				hypothetical protein
NLJHNOKD_02348	CDS	456				hypothetical protein
NLJHNOKD_02349	CDS	459				hypothetical protein
NLJHNOKD_02350	CDS	588				hypothetical protein
NLJHNOKD_02351	CDS	219				hypothetical protein
NLJHNOKD_02352	CDS	501	essG_3			Type VII secretion system protein EsaG
NLJHNOKD_02353	CDS	501	essG_4			Type VII secretion system protein EsaG
NLJHNOKD_02354	CDS	963	prsA	5.2.1.8		Foldase protein PrsA
NLJHNOKD_02355	CDS	558				hypothetical protein
NLJHNOKD_02356	CDS	366				hypothetical protein
NLJHNOKD_02357	CDS	423	hit		COG0537	Protein hit
NLJHNOKD_02358	CDS	741	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
NLJHNOKD_02359	CDS	1224				hypothetical protein
NLJHNOKD_02360	CDS	504	traP		COG2329	Signal transduction protein TRAP
NLJHNOKD_02361	CDS	1038	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
NLJHNOKD_02362	CDS	924	cpfC	4.99.1.9		Coproporphyrin III ferrochelatase
NLJHNOKD_02363	CDS	1401	cgoX	1.3.3.15	COG1232	Coproporphyrinogen III oxidase
NLJHNOKD_02364	CDS	555	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
NLJHNOKD_02365	tRNA	74				tRNA-Met(cat)
NLJHNOKD_02366	tRNA	76				tRNA-Asp(gtc)
NLJHNOKD_02367	tRNA	73				tRNA-Phe(gaa)
NLJHNOKD_02368	tRNA	76				tRNA-His(gtg)
NLJHNOKD_02369	tRNA	74				tRNA-Gly(tcc)
NLJHNOKD_02370	tRNA	75				tRNA-Asn(gtt)
NLJHNOKD_02371	tRNA	74				tRNA-Glu(ttc)
NLJHNOKD_02372	tRNA	89				tRNA-Ser(gga)
NLJHNOKD_02373	CDS	789				hypothetical protein
NLJHNOKD_02374	CDS	456				hypothetical protein
NLJHNOKD_02375	CDS	936	lukEv			Leucotoxin LukEv
NLJHNOKD_02376	CDS	984	lukDv			Leucotoxin LukDv
NLJHNOKD_02377	CDS	792				hypothetical protein
NLJHNOKD_02378	CDS	474				hypothetical protein
NLJHNOKD_02379	CDS	273				hypothetical protein
NLJHNOKD_02380	CDS	582				hypothetical protein
NLJHNOKD_02381	CDS	660	splA	3.4.21.-	COG3591	Serine protease SplA
NLJHNOKD_02382	CDS	723	splB	3.4.21.-	COG3591	Serine protease SplB
NLJHNOKD_02383	CDS	720	splC	3.4.21.-	COG3591	Serine protease SplC
NLJHNOKD_02384	CDS	720	splD	3.4.21.-	COG3591	Serine protease SplD
NLJHNOKD_02385	tRNA	76				tRNA-Arg(tct)
NLJHNOKD_02386	CDS	135				Antibacterial protein 3
NLJHNOKD_02387	CDS	135				Antibacterial protein 3
NLJHNOKD_02388	CDS	687	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
NLJHNOKD_02389	CDS	441		2.3.1.-		putative N-acetyltransferase
NLJHNOKD_02390	CDS	1614	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
NLJHNOKD_02391	CDS	432	mraZ			Transcriptional regulator MraZ
NLJHNOKD_02392	CDS	936	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
NLJHNOKD_02393	CDS	402	ftsL			Cell division protein FtsL
NLJHNOKD_02394	CDS	2235	pbpB	3.4.16.4	COG0768	Penicillin-binding protein 2B
NLJHNOKD_02395	CDS	966	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NLJHNOKD_02396	CDS	1350	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NLJHNOKD_02397	CDS	1320	divIB			Cell division protein DivIB
NLJHNOKD_02398	CDS	1413	ftsA		COG0849	Cell division protein FtsA
NLJHNOKD_02399	CDS	1173	ftsZ		COG0206	Cell division protein FtsZ
NLJHNOKD_02400	CDS	792	ylmD	2.4.2.1		Purine nucleoside phosphorylase YlmD
NLJHNOKD_02401	CDS	669	yggS		COG0325	Pyridoxal phosphate homeostasis protein
NLJHNOKD_02402	CDS	564	sepF			Cell division protein SepF
NLJHNOKD_02403	CDS	291				hypothetical protein
NLJHNOKD_02404	CDS	807	rqcP2		COG2302	Ribosome-associated protein quality control protein P2
NLJHNOKD_02405	CDS	618				hypothetical protein
NLJHNOKD_02406	CDS	2754	ileS			isoleucine--tRNA ligase IleS
NLJHNOKD_02407	CDS	798	catE_2	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
NLJHNOKD_02408	CDS	684				Staphylococcal superantigen-like 10
NLJHNOKD_02409	CDS	699	ssl7_1			Staphylococcal superantigen-like 7
NLJHNOKD_02410	CDS	699	ssl7_2			Staphylococcal superantigen-like 7
NLJHNOKD_02411	CDS	696	ssl7_3			Staphylococcal superantigen-like 7
NLJHNOKD_02412	CDS	705	ssl5_2			Staphylococcal superantigen-like 5
NLJHNOKD_02413	CDS	1035	ssl4_1			Staphylococcal superantigen-like 4
NLJHNOKD_02414	CDS	1071	ssl3			Staphylococcal superantigen-like 3
NLJHNOKD_02415	CDS	696	ssl4_2			Staphylococcal superantigen-like 4
NLJHNOKD_02416	CDS	774	ssl1	3.4.21.-		Staphylococcal superantigen-like 1
NLJHNOKD_02417	CDS	846	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
NLJHNOKD_02418	CDS	360				hypothetical protein
NLJHNOKD_02419	CDS	153				hypothetical protein
NLJHNOKD_02420	CDS	273				hypothetical protein
NLJHNOKD_02421	CDS	705				hypothetical protein
NLJHNOKD_02422	CDS	537				hypothetical protein
NLJHNOKD_02423	CDS	1542	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
NLJHNOKD_02424	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
NLJHNOKD_02425	CDS	1269	pucK		COG2233	Uric acid permease PucK
NLJHNOKD_02426	CDS	579	xpt	2.4.2.22		Xanthine phosphoribosyltransferase
NLJHNOKD_02427	CDS	408				hypothetical protein
NLJHNOKD_02428	CDS	663				hypothetical protein
NLJHNOKD_02429	CDS	954				putative protein
NLJHNOKD_02430	tRNA	75				tRNA-Gly(tcc)
NLJHNOKD_02431	tRNA	84				tRNA-Leu(caa)
NLJHNOKD_02432	CDS	1062				hypothetical protein
NLJHNOKD_02433	CDS	1458	mltF			Membrane-bound lytic murein transglycosylase F
NLJHNOKD_02434	CDS	729	tcyC_2	7.4.2.-	COG1126	L-cystine import ATP-binding protein TcyC
